project_id,raw_dataset,dataset_location,raw_table_pattern,available_start_date,available_end_date,available_complete_days,missing_dates_within_coverage,intraday_table_present,total_events,pseudo_users,events_missing_user_pseudo_id,events_missing_ga_session_id,page_views_missing_ga_session_id,session_keys_with_any_event,official_session_keys_with_start,orphan_session_keys,session_keys_with_duplicate_starts,extra_session_start_events,duplicate_candidate_groups,duplicate_candidate_extra_rows,analytics_storage_no_events,analytics_storage_yes_events,analytics_storage_unset_events,events_with_traffic_type,debug_mode_events,nonproduction_events,qa_campaign_events,events_missing_browser,events_missing_device_category,p99_events_per_user_day,max_events_per_user_day,max_page_views_per_user_day
terminus-maximus-analytics,analytics_540087863,US,events_YYYYMMDD,2026-07-14,2026-08-04,22,0,false,57624,3470,0,0,0,9576,9562,14,42,44,0,0,0,0,57624,0,0,867,293,6,0,41,192,108
