window_label,event_name,page_path,page_title,occurred_on_replay_library,interaction_url,interaction_label,interaction_host,event_count,unique_users
28 days (available 22 of requested 28),full_resolution_infographic_open,/hre/,"События, связанные с выпуском новых героев | Инфографика Terminus Maximus",false,https://terminusmaximus.com/images/hre.png,Hero Release Events,terminusmaximus.com,1,1
28 days (available 22 of requested 28),full_resolution_infographic_open,/incursion-mow/,Вторгнення та Машина війни | Інфографіка Термінус Максимус,false,https://terminusmaximus.com/images/incursion-mow.png,Incursion & Machine of War,terminusmaximus.com,1,1
28 days (available 22 of requested 28),full_resolution_infographic_open,/incursion-mow/,Incursão e Máquina de Guerra | Infográficos de Terminus Maximus,false,https://terminusmaximus.com/images/incursion-mow.png,Incursion & Machine of War,terminusmaximus.com,1,1
28 days (available 22 of requested 28),full_resolution_infographic_open,/lre/lucius/,Подія виходу легендарного персонажа Lucius | Інфографіка Terminus Maximus,false,https://terminusmaximus.com/images/lucius-lre.png,Lucius Legendary Release Event,terminusmaximus.com,1,1
28 days (available 22 of requested 28),full_resolution_infographic_open,/lre/lysander/,Lysander Legendary Release Event | Terminus Maximus Infografiken,false,https://terminusmaximus.com/images/lysander-lre.png,Lysander Legendary Release Event,terminusmaximus.com,1,1
28 days (available 22 of requested 28),full_resolution_infographic_open,/lre/lysander/,Lysander Legendary Release Event | Terminus Maximus Infographics - https://terminusmaximus.com/lre/lysander/,false,https://terminusmaximus.com/images/lysander-lre.png,Lysander Legendary Release Event,terminusmaximus.com,1,1
28 days (available 22 of requested 28),full_resolution_infographic_open,/lre/uthar/,Legendäres Uthar-Release-Event | Terminus Maximus Infografiken,false,https://terminusmaximus.com/images/uthar-lre.png,Uthar Legendary Release Event,terminusmaximus.com,1,1
28 days (available 22 of requested 28),full_resolution_infographic_open,/lre/uthar/,"Событие, посвященное выходу легендарного Утара | Инфографика Терминус Максимус",false,https://terminusmaximus.com/images/uthar-lre.png,Uthar Legendary Release Event,terminusmaximus.com,1,1
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=XLcECO6lJA0,2.10M,www.youtube.com,32,24
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=0gQyyUSz0hA,Blackmane Gaming,www.youtube.com,23,20
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=CNEOWyf4kpA,1.31M,www.youtube.com,21,17
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=0gQyyUSz0hA,1.90M,www.youtube.com,18,16
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=XLcECO6lJA0,Prufrock,www.youtube.com,18,16
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=GqGL_7orsNs,1.56M,www.youtube.com,16,14
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=0OZSP8-gn7U,Don’t Call Me Shirley Tacticus Replays,www.youtube.com,15,13
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=0OZSP8-gn7U,1.30M,www.youtube.com,14,14
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Y74uUgSfZrw,1.80M,www.youtube.com,14,11
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=7wltu4R6hbE,Painhawk,www.youtube.com,13,12
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=uKuTn0wRvpU,Mawg,www.youtube.com,12,8
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=pS0D8UQ_kv4,2.94M,www.youtube.com,12,10
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=2YA89zo_u1Q,1.40M,www.youtube.com,11,9
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=GqGL_7orsNs,Mawg,www.youtube.com,11,9
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Hf5j6qg1jtU,Painhawk,www.youtube.com,11,8
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=2YA89zo_u1Q,Adeptus Gorditas,www.youtube.com,10,8
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=6AgE4JZw5aU,812K,www.youtube.com,10,9
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=CNEOWyf4kpA,Ulf,www.youtube.com,10,8
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Hf5j6qg1jtU,1.67M,www.youtube.com,10,9
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=XLcECO6lJA0,2.10M,www.youtube.com,10,9
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=doBjk8eUinI,Ulf,www.youtube.com,10,7
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=mdGcowa65mQ,1.71M,www.youtube.com,10,9
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=6AgE4JZw5aU,Painhawk,www.youtube.com,9,9
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=UqouUwUZC_M,Yagyuu,www.youtube.com,9,7
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=oDwQz8YlLWQ,1.45M,www.youtube.com,9,9
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=oDwQz8YlLWQ,Prufrock,www.youtube.com,9,8
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=EYd3fcq-Wx4,Mawg,www.youtube.com,8,8
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=EYd3fcq-Wx4,1.89M,www.youtube.com,8,8
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=XLcECO6lJA0,Prufrock,www.youtube.com,8,6
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=pS0D8UQ_kv4,Mawg,www.youtube.com,8,8
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=7wltu4R6hbE,2.00M,www.youtube.com,7,7
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=HKo5oXc2S2M,Mawg,www.youtube.com,7,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=UekSS6iakNE,1.10M,www.youtube.com,7,6
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=2YA89zo_u1Q,Adeptus Gorditas,www.youtube.com,6,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=7wltu4R6hbE,L5,www.youtube.com,6,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Y74uUgSfZrw,Painhawk,www.youtube.com,6,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=fjBrAtXrOZI,785K,www.youtube.com,6,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=_RpiTVyoI98,1.50M,www.youtube.com,6,6
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=doBjk8eUinI,1.10M,www.youtube.com,6,5
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=0gQyyUSz0hA,Blackmane Gaming,www.youtube.com,5,5
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Suf_83LaaAg,M1,www.youtube.com,5,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Suf_83LaaAg,1.84M,www.youtube.com,5,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=2YA89zo_u1Q,,www.youtube.com,5,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=LRtGzA-RRMM,Un4given,www.youtube.com,5,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=mdGcowa65mQ,HozzMidnight,www.youtube.com,5,5
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=0gQyyUSz0hA,1.90M,www.youtube.com,4,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=BS1zeKkJgpI,Painhawk,www.youtube.com,4,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=ah_1SAeBttM,Best Replays,www.youtube.com,4,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=isMvZ_huR1w,2.30M,www.youtube.com,4,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=ljw_rny1f5g,1.56M,www.youtube.com,4,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=uKuTn0wRvpU,1.48M,www.youtube.com,4,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=x5xRU1vQUjA,Un4given,www.youtube.com,4,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=xCPTvdInpiw,Best Replays,www.youtube.com,4,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=0m5N-GCmpKE,Un4given,www.youtube.com,4,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=GqGL_7orsNs,,www.youtube.com,4,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=GqGL_7orsNs,L5,www.youtube.com,4,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=OtGeKDHCdy0,Stringer de Los Redimidos,www.youtube.com,4,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=OtGeKDHCdy0,960K,www.youtube.com,4,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=UqouUwUZC_M,1.58M,www.youtube.com,4,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=kX3ncIq8hIs,Machiep,www.youtube.com,4,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Z2xM4hJ4udc,950K,www.youtube.com,4,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=i7KSpAVjR8Y,1.20M,www.youtube.com,4,4
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=12SB6y5r7LA,1.56M,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=6KpLdTvORyo,Jordan,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Eo8Dan2RbNI,Prufrock,www.youtube.com,3,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=GmTQDi0hZWc,Stringer de Los Redimidos,www.youtube.com,3,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=HKo5oXc2S2M,L2,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=JedfR5QadFc,Kitty Bebop,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=LFadN-J6CUE,Tactical Raven,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Q8gU2_2L5AE,Mawg,www.youtube.com,3,1
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Q8gU2_2L5AE,L2,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Q8gU2_2L5AE,1.74M,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Qt-tPFBF44k,Mawg,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=R3DZZ9xuUUk,960K,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Rp_8vzble-E,1.60M,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Suf_83LaaAg,HozzMidnight,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=U_mWgZF3Bvs,Don’t Call Me Shirley Tacticus Replays,www.youtube.com,3,1
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=ah_1SAeBttM,L2,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=doBjk8eUinI,Ulf,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=isMvZ_huR1w,Kitty Bebop,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=pAR6TjBvcVU,cpunerd (kharnage),www.youtube.com,3,1
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=pS0D8UQ_kv4,Mawg,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=pS0D8UQ_kv4,2.94M,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=0OZSP8-gn7U,,www.youtube.com,3,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s105/,Guild Raid Season 105 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=fjBrAtXrOZI,GarviLoken,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=Z2xM4hJ4udc,M2,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=_RpiTVyoI98,Kyle UK 40k,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=_RpiTVyoI98,L1,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=dgTNhzPZcXI,Yagyuu,www.youtube.com,3,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=i1YgoVnKY0c,Lyell,www.youtube.com,3,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/s106/,Guild Raid Season 106 | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=mdGcowa65mQ,M2,www.youtube.com,3,3
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/shorts/IrBhWwFkz5c,⭐ Meta Team,www.youtube.com,2,1
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=0gQyyUSz0hA,,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=1aABdUSrvKk,Mawg,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=1cxu6gi0UFw,Mawg,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=6DNL9hyZAzo,1.72M,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=7wltu4R6hbE,,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=EYd3fcq-Wx4,L1,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=JedfR5QadFc,2.50M,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=NK5sd4-g5zg,2.19M,www.youtube.com,2,1
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=R3DZZ9xuUUk,Ulf,www.youtube.com,2,1
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=UeLI_8LDGAs,GarviLoken,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=a7NgeKIwGFY,JurassicKyle,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=doBjk8eUinI,L4,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=doBjk8eUinI,1.10M,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=kWHcibwzhZo,Unessentials,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=ljw_rny1f5g,UltraBrother,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=mWtu5iEqsJc,1.66M,www.youtube.com,2,1
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=mnDoSbll_VM,1.80M,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=rUJk1tltXmc,1.82M,www.youtube.com,2,1
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=s4VBvxSzPj0,1.82M,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=s4VBvxSzPj0,Stringer de Los Redimidos,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=uKuTn0wRvpU,L4,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=wlqc3NPAc4E,1.80M,www.youtube.com,2,2
28 days (available 22 of requested 28),guild_raid_youtube_click,/guild-raid/boss-meta/,Guild Raid Boss Meta Guide | Terminus Maximus Infographics,false,https://www.youtube.com/watch?v=wlqc3NPAc4E,Painhawk,www.youtube.com,2,2
