Order_Old,Final_STATUS,Boss,Tier,Damage,Team,Replay,Team (no MoW),view_count,upload_date,creator_name,creator_channel_link,team_key,tier_weight,days_old,date_weight,damage_num,replay_scaled_damage,team_frequency_count,frequency_weight,meta_score
4,META,Avatar,L3,"1,930,000","Lav, Kari, Traj, Boss, Kharn, Biovore",https://www.youtube.com/shorts/Noe0IiYGMME,"Lav, Kari, Traj, Boss, Kharn",3756,2026-04-28,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Boss|Kari|Kharn|Lav|Traj,1.17,36,0.9370603681,1930000,2258100,2,1,2115976.017
5,META,Avatar,L4,"2,000,000","Lav, Kari, Traj, Boss, Kharn, Biovore",https://www.youtube.com/shorts/xsTygubUf3k,"Lav, Kari, Traj, Boss, Kharn",6293,2026-04-17,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Boss|Kari|Kharn|Lav|Traj,1.25,47,0.9186307833,2000000,2500000,2,1,2296576.958
2,,Avatar,L3,"1,490,000","Lav, Kari, Traj, Boss, Aesoth, Biovore",https://www.youtube.com/shorts/GEfdz2Ze8O8,"Lav, Kari, Traj, Boss, Aesoth",10165,2026-03-15,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Aesoth|Boss|Kari|Lav|Traj,1.17,80,0.8654884315,1490000,1743300,2,1,1508805.983
10,,Avatar,M1,"1,400,000","Lav, Kari, Traj, Boss, Vit, Biovore",https://www.youtube.com/shorts/oEiWf5uAZZY,"Lav, Kari, Traj, Boss, Vit",3458,2026-05-13,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Boss|Kari|Lav|Traj|Vit,1.42,21,0.9627889178,1400000,1988000,1,0.5,957012.1843
12,,Avatar,M2,"1,300,000","Lav, Kari, Traj, Boss, Abaddon, Biovore",https://www.youtube.com/shorts/sAST52AVT7Y,"Lav, Kari, Traj, Boss, Abaddon",6731,2026-04-17,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Abaddon|Boss|Kari|Lav|Traj,1.5,47,0.9186307833,1300000,1950000,1,0.5,895665.0137
3,,Avatar,L3,"1,250,000","Lav, Kari, Traj, Boss, Dante, Biovore",https://www.youtube.com/shorts/HI2HKB_9Uvc,"Lav, Kari, Traj, Boss, Dante",510,2026-04-22,Jordan,https://www.youtube.com/channel/UCRadJqtMEq4alZb7LOSevyw,Boss|Dante|Kari|Lav|Traj,1.17,42,0.9269625002,1250000,1462500,2,1,1355682.657
6,,Avatar,L4,"1,190,000","Lav, Kari, Traj, Boss, Aesoth, Biovore",https://www.youtube.com/shorts/LGtrum36u4g,"Lav, Kari, Traj, Boss, Aesoth",1075,2026-05-23,UltraBrother,https://www.youtube.com/channel/UCnB6Kf0NVHXLKVWR8Cl9XOA,Aesoth|Boss|Kari|Lav|Traj,1.25,11,0.9803325534,1190000,1487500,2,1,1458244.673
14,,Avatar,M2,"1,130,000","Lav, Kari, Traj, Boss, Dante, Biovore",https://www.youtube.com/shorts/D0_FR8wuNEM,"Lav, Kari, Traj, Boss, Dante",1043,2026-04-17,UltraBrother,https://www.youtube.com/channel/UCnB6Kf0NVHXLKVWR8Cl9XOA,Boss|Dante|Kari|Lav|Traj,1.5,47,0.9186307833,1130000,1695000,2,1,1557079.178
13,,Avatar,M2,"1,000,000","Neuro, Abrax, Ahri, Yaz, Archi, Zkar",https://www.youtube.com/shorts/UIGUORK0jTE,"Neuro, Abrax, Ahri, Yaz, Archi",2988,2026-04-17,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Abrax|Ahri|Archi|Neuro|Yaz,1.5,47,0.9186307833,1000000,1500000,1,0.5,688973.0875
8,ALTERNATE,Avatar,L5,"839,000","Neuro, Abrax, Ahri, Yaz, Rosie, Exo",https://www.youtube.com/shorts/VIs6VlQ3BpY,"Neuro, Abrax, Ahri, Yaz, Rosie",3393,2025-09-29,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Abrax|Ahri|Neuro|Rosie|Yaz,1.33,247,0.640168297,839000,1115870,2,1,714344.5975
9,,Avatar,M1,"942,000","Kari, Traj, Kharn, Dante, Vit, Galatian",https://www.youtube.com/shorts/QJk2cjxATP8,"Kari, Traj, Kharn, Dante, Vit",4040,2026-01-07,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Traj|Vit,1.42,147,0.7668626371,942000,1337640,1,0.5,512893.0689
7,,Avatar,L5,"839,000","Neuro, Abrax, Ahri, Yaz, Aunshi, Exo",https://www.youtube.com/shorts/JaeekaW6hR4,"Neuro, Abrax, Ahri, Yaz, Aunshi",5507,2025-12-09,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Abrax|Ahri|Aunshi|Neuro|Yaz,1.33,176,0.7277375562,839000,1115870,1,0.5,406030.2534
11,ALTERNATE,Avatar,M1,"994,000","Neuro, Abrax, Ahri, Yaz, Rosie, Exo",https://www.youtube.com/shorts/G4XFx3Esp30,"Neuro, Abrax, Ahri, Yaz, Rosie",2518,2026-01-07,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Abrax|Ahri|Neuro|Rosie|Yaz,1.42,147,0.7668626371,994000,1411480,2,1,1082411.275
1,,Avatar,L2,"740,000","Rag, Kari, Traj, Kharn, Dante, Malleus",https://www.youtube.com/shorts/axzaftkfLRI,"Rag, Kari, Traj, Kharn, Dante",2443,2025-08-13,KaiserArctan - Tacticus,https://www.youtube.com/channel/UC6chPaP2oyJywNaFPdVMypQ,Dante|Kari|Kharn|Rag|Traj,1.08,294,0.5880783041,740000,799200,1,0.5,234996.0903
17,META,Cawl,L1,"1,100,000","Lav, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/OYbjpaaxYHI,"Lav, Kari, Traj, Kharn, Dante",5034,2026-04-17,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Lav|Traj,1,47,0.9186307833,1100000,1100000,7,1,1010493.862
20,META,Cawl,L2,"1,260,000","Lav, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/SfebeEbMnvQ,"Lav, Kari, Traj, Kharn, Dante",5933,2026-05-13,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Lav|Traj,1.08,21,0.9627889178,1260000,1360800,7,1,1310163.159
23,META,Cawl,L4,"1,390,000","Lav, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/3kNT-gyAgOc,"Lav, Kari, Traj, Kharn, Dante",6804,2026-03-15,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Lav|Traj,1.25,80,0.8654884315,1390000,1737500,7,1,1503786.15
28,META,Cawl,L5,"1,200,000","Lav, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/3woxpWMicUw,"Lav, Kari, Traj, Kharn, Dante",1284,2026-04-12,Ulf,https://www.youtube.com/channel/UC5K3ZxZ1OP8cJUkW-3joqNA,Dante|Kari|Kharn|Lav|Traj,1.33,52,0.9103739535,1200000,1596000,7,1,1452956.83
31,,Cawl,M2,"1,150,000","Lav, Kari, Traj, Kharn, Abaddon, Biovore",https://www.youtube.com/shorts/aaz-S__kIeg,"Lav, Kari, Traj, Kharn, Abaddon",1524,2026-05-09,Blackmane Gaming,https://www.youtube.com/channel/UCLrB27ANGanANplNi4IhQ-Q,Abaddon|Kari|Kharn|Lav|Traj,1.5,25,0.9558596875,1150000,1725000,1,0.1428571429,235551.1373
26,META,Cawl,L5,"1,100,000","Lav, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/OYbjpaaxYHI,"Lav, Kari, Traj, Kharn, Dante",5039,2026-04-17,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Lav|Traj,1.33,47,0.9186307833,1100000,1463000,7,1,1343956.836
29,META,Cawl,L5,"965,000","Lav, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/e_387FvBLjg,"Lav, Kari, Traj, Kharn, Dante",1486,2026-04-09,Ulf,https://www.youtube.com/channel/UC5K3ZxZ1OP8cJUkW-3joqNA,Dante|Kari|Kharn|Lav|Traj,1.33,55,0.9054555212,965000,1283450,7,1,1162106.889
30,META,Cawl,M2,"1,260,000","Lav, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/SfebeEbMnvQ,"Lav, Kari, Traj, Kharn, Dante",5923,2026-05-13,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Lav|Traj,1.5,21,0.9627889178,1260000,1890000,7,1,1819671.055
19,ALTERNATE,Cawl,L2,"925,000","Rag, Kari, Traj, Kharn, Dante, FF",https://www.youtube.com/shorts/AtaJgPK0SQI,"Rag, Kari, Traj, Kharn, Dante",1593,2026-02-28,Mawg,https://www.youtube.com/channel/UCpM3C8B6e9j3r9LF_5mjuNg,Dante|Kari|Kharn|Rag|Traj,1.08,95,0.8423600369,925000,999000,5,0.7142857143,601084.0549
21,ALTERNATE,Cawl,L3,"1,100,000","Rag, Kari, Traj, Kharn, Dante, FF",https://www.youtube.com/shorts/y2T3mf33G1o,"Rag, Kari, Traj, Kharn, Dante",3554,2025-11-13,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Rag|Traj,1.17,202,0.6943600087,1100000,1287000,5,0.7142857143,638315.2366
24,ALTERNATE,Cawl,L4,"986,000","Rag, Kari, Traj, Kharn, Dante, FF",https://www.youtube.com/shorts/t1h_CVD8Mr8,"Rag, Kari, Traj, Kharn, Dante",5372,2025-10-01,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Rag|Traj,1.25,245,0.6424844651,986000,1232500,5,0.7142857143,565615.788
25,ALTERNATE,Cawl,L4,"891,000","Rag, Kari, Traj, Kharn, Dante, FF",https://www.youtube.com/shorts/oNp37P_2Zvc,"Rag, Kari, Traj, Kharn, Dante",2137,2025-10-05,KaiserArctan - Tacticus,https://www.youtube.com/channel/UC6chPaP2oyJywNaFPdVMypQ,Dante|Kari|Kharn|Rag|Traj,1.25,241,0.6471419716,891000,1113750,5,0.7142857143,514824.5507
27,ALTERNATE,Cawl,L5,"877,000","Rag, Kari, Traj, Kharn, Dante, FF",https://www.youtube.com/shorts/zuGmwOd98rE,"Rag, Kari, Traj, Kharn, Dante",3273,2025-10-30,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Rag|Traj,1.33,216,0.677026116,877000,1166410,5,0.7142857143,564064.3085
18,,Cawl,L1,"773,000","Rag, Aunshi, Calgar, Eldy, Forcas, FF",https://www.youtube.com/shorts/BQWFuTb43kU,"Rag, Aunshi, Calgar, Eldy, Forcas",3615,2025-06-21,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Aunshi|Calgar|Eldy|Forcas|Rag,1,347,0.534405288,773000,773000,1,0.1428571429,59013.61252
22,,Cawl,L3,"500,000","Rag, Kharn, Calgar, Eldy, Aethana, Malleus",https://www.youtube.com/shorts/axo_KK8RDZE,"Rag, Kharn, Calgar, Eldy, Aethana",3354,2025-03-03,KaiserArctan - Tacticus,https://www.youtube.com/channel/UC6chPaP2oyJywNaFPdVMypQ,Aethana|Calgar|Eldy|Kharn|Rag,1.17,457,0.4381320155,500000,585000,1,0.1428571429,36615.31844
64,,Dorn,L4,"1,520,000","Lav, Kari, Traj, Boss, Vit, Biovore",https://www.youtube.com/shorts/uzcIUocg55w,"Lav, Kari, Traj, Boss, Vit",5268,2026-03-31,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Boss|Kari|Lav|Traj|Vit,1.25,64,0.8908590861,1520000,1900000,2,0.3333333333,564210.7545
58,META,Dorn,L1,"1,000,000","Rho, Tan, Actus, Vit, Sho, Biovore",https://www.youtube.com/shorts/ynnSuuP1YTg,"Rho, Tan, Actus, Vit, Sho",1402,2026-03-18,Stringer de Los Redimidos,https://www.youtube.com/channel/UCBu8uJ9F-dU6GGCZZO6ie4Q,Actus|Rho|Sho|Tan|Vit,1,77,0.8701897627,1000000,1000000,6,1,870189.7627
62,META,Dorn,L2,"1,260,000","Rho, Tan, Actus, Vit, Sho, Biovore",https://www.youtube.com/shorts/DPCEmu_VMbs,"Rho, Tan, Actus, Vit, Sho",222,2026-02-19,Loknar,https://www.youtube.com/channel/UCIU5bQjX1iO94N4FXMsk2PQ,Actus|Rho|Sho|Tan|Vit,1.08,104,0.8287807353,1260000,1360800,6,1,1127804.825
61,META,Dorn,L2,"1,250,000","Rho, Tan, Actus, Vit, Sho, Biovore",https://www.youtube.com/shorts/mZTZbTaH6CA,"Rho, Tan, Actus, Vit, Sho",780,2026-04-09,Machiep,https://www.youtube.com/channel/UC28Z3G42M0wcczMR2SQeUvw,Actus|Rho|Sho|Tan|Vit,1.08,55,0.9054555212,1250000,1350000,6,1,1222364.954
67,META,Dorn,L5,"1,200,000","Rho, Tan, Actus, Vit, Sho, Biovore",https://www.youtube.com/shorts/2HInUQkR18U,"Rho, Tan, Actus, Vit, Sho",1116,2026-01-15,UNDV jonowen,https://www.youtube.com/channel/UCqrexUUsJwsk7PWrpYDQoNg,Actus|Rho|Sho|Tan|Vit,1.33,139,0.7780212374,1200000,1596000,6,1,1241721.895
66,,Dorn,L4,"1,100,000","Lav, Kari, Traj, Boss, Vit, Biovore",https://www.youtube.com/shorts/rtEqdG50ss8,"Lav, Kari, Traj, Boss, Vit",1455,2026-05-11,Kitty Bebop,https://www.youtube.com/channel/UCsaYguE7v4yz7biFoG3YYZA,Boss|Kari|Lav|Traj|Vit,1.25,23,0.9593180464,1100000,1375000,2,0.3333333333,439687.4379
68,META,Dorn,M1,"1,140,000","Rho, Tan, Actus, Vit, Sho, Biovore",https://www.youtube.com/shorts/edW_O5q3chI,"Rho, Tan, Actus, Vit, Sho",6541,2025-11-30,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Actus|Rho|Sho|Tan|Vit,1.42,185,0.7160060313,1140000,1618800,6,1,1159070.564
70,META,Dorn,M1,"965,000","Rho, Tan, Actus, Vit, Sho, Biovore",https://www.youtube.com/shorts/foonAIWv8IM,"Rho, Tan, Actus, Vit, Sho",867,2025-11-30,Stringer de Los Redimidos,https://www.youtube.com/channel/UCBu8uJ9F-dU6GGCZZO6ie4Q,Actus|Rho|Sho|Tan|Vit,1.42,185,0.7160060313,965000,1370300,6,1,981143.0647
59,ALTERNATE,Dorn,L1,"1,070,000","Lav, Kari, Traj, Boss, Aesoth, Biovore",https://www.youtube.com/shorts/T_hwsSxYxJo,"Lav, Kari, Traj, Boss, Aesoth",1790,2026-03-13,Mawg,https://www.youtube.com/channel/UCpM3C8B6e9j3r9LF_5mjuNg,Aesoth|Boss|Kari|Lav|Traj,1,82,0.8623683301,1070000,1070000,3,0.5,461367.0566
60,ALTERNATE,Dorn,L1,"881,000","Lav, Kari, Traj, Boss, Aesoth, Biovore",https://www.youtube.com/shorts/nWoTFktMBok,"Lav, Kari, Traj, Boss, Aesoth",1390,2026-03-11,Liquid Paper,https://www.youtube.com/channel/UCKQ_Ln99BujNhnWGFbbZLhw,Aesoth|Boss|Kari|Lav|Traj,1,84,0.8592594768,881000,881000,3,0.5,378503.7995
63,,Dorn,L3,"900,000","Rho, Tan, Actus, Vit, Traj, Biovore",https://www.youtube.com/shorts/RrMmWdsdNhY,"Rho, Tan, Actus, Vit, Traj",1321,2025-10-23,zelots1991,https://www.youtube.com/channel/UCrTWi75yUCrpyeAqTkUzQ2Q,Actus|Rho|Tan|Traj|Vit,1.17,223,0.6685221213,900000,1053000,1,0.1666666667,117325.6323
65,ALTERNATE,Dorn,L4,"961,000","Lav, Kari, Traj, Boss, Aesoth, Biovore",https://www.youtube.com/shorts/5vhyaTEyGp8,"Lav, Kari, Traj, Boss, Aesoth",1404,2026-03-26,Crabrangoon,https://www.youtube.com/channel/UCkz5fejyyW_CJ3BvjTx0YeA,Aesoth|Boss|Kari|Lav|Traj,1.25,69,0.8828518737,961000,1201250,3,0.5,530262.9066
69,,Dorn,M1,"723,000","Rag, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/fI6lmCW0oUU,"Rag, Kari, Traj, Kharn, Dante",2473,2025-11-21,Stringer de Los Redimidos,https://www.youtube.com/channel/UCBu8uJ9F-dU6GGCZZO6ie4Q,Dante|Kari|Kharn|Rag|Traj,1.42,194,0.704463625,723000,1026660,1,0.1666666667,120540.7709
37,META,Ghaz,L3,"2,001,000","Lav, Kari, Traj, Aesoth, Vit, Biovore",https://www.youtube.com/shorts/OFi9QmOy7AU,"Lav, Kari, Traj, Aesoth, Vit",295,2026-06-01,Mawg,https://www.youtube.com/channel/UCpM3C8B6e9j3r9LF_5mjuNg,Aesoth|Kari|Lav|Traj|Vit,1.17,2,0.996394982,2001000,2341170,5,0.625,1457956.275
43,META,Ghaz,L3,"1,830,000","Lav, Kari, Traj, Aesoth, Vit, Biovore",https://www.youtube.com/shorts/ZusBlqD5vkE,"Lav, Kari, Traj, Aesoth, Vit",1082,2026-05-23,Prufrock,https://www.youtube.com/channel/UCp28AuIcOq1yiyIT8niZyHQ,Aesoth|Kari|Lav|Traj|Vit,1.17,11,0.9803325534,1830000,2141100,5,0.625,1311868.769
36,META,Ghaz,L4,"1,700,000","Lav, Kari, Traj, Aesoth, Vit, Biovore",https://www.youtube.com/shorts/9CngkWBmLvg,"Lav, Kari, Traj, Aesoth, Vit",279,2026-06-03,BrotherAndrius,https://www.youtube.com/channel/UCTdza4ClJia1apX3_hOLIwg,Aesoth|Kari|Lav|Traj|Vit,1.25,0,1,1700000,2125000,5,0.625,1328125
46,META,Ghaz,L4,"1,340,000","Lav, Kari, Traj, Aesoth, Vit, Biovore",https://www.youtube.com/shorts/gA56nnaaqbI,"Lav, Kari, Traj, Aesoth, Vit",1607,2026-03-17,Ulf,https://www.youtube.com/channel/UC5K3ZxZ1OP8cJUkW-3joqNA,Aesoth|Kari|Lav|Traj|Vit,1.25,78,0.8686198217,1340000,1675000,5,0.625,909336.3758
52,,Ghaz,M1,"1,670,000","Lav, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/V6LlrUqwFCE,"Lav, Kari, Traj, Kharn, Dante",10544,2026-02-16,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Lav|Traj,1.42,107,0.8243031226,1670000,2371400,2,0.25,488688.1062
50,META,Ghaz,L5,"1,720,000","Lav, Kari, Traj, Aesoth, Vit, Biovore",https://www.youtube.com/shorts/XTSX4dTG8DM,"Lav, Kari, Traj, Aesoth, Vit",1600,2026-05-08,Blackmane Gaming,https://www.youtube.com/channel/UCLrB27ANGanANplNi4IhQ-Q,Aesoth|Kari|Lav|Traj|Vit,1.33,26,0.9541351862,1720000,2287600,5,0.625,1364174.782
54,,Ghaz,M1,"1,560,000","Lav, Kari, Traj, Kharn, Vit, Biovore",https://www.youtube.com/shorts/WJEZ8CRCM58,"Lav, Kari, Traj, Kharn, Vit",1346,2026-04-10,Ulf,https://www.youtube.com/channel/UC5K3ZxZ1OP8cJUkW-3joqNA,Kari|Kharn|Lav|Traj|Vit,1.42,54,0.907092039,1560000,2215200,2,0.25,502347.5712
48,,Ghaz,L5,"1,540,000","Rag, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/f6XPy2ZXZv4,"Rag, Kari, Traj, Kharn, Dante",6082,2026-01-07,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Rag|Traj,1.33,147,0.7668626371,1540000,2048200,8,1,1570688.053
55,,Ghaz,M1,"1,500,000","Lav, Kari, Traj, Kharn, Vit, Biovore",https://www.youtube.com/shorts/OQn4cF6_Q4g,"Lav, Kari, Traj, Kharn, Vit",1128,2026-04-10,Ulf,https://www.youtube.com/channel/UC5K3ZxZ1OP8cJUkW-3joqNA,Kari|Kharn|Lav|Traj|Vit,1.42,54,0.907092039,1500000,2130000,2,0.25,483026.5108
49,,Ghaz,L5,"1,480,000","Rag, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/UV67UnfGLrw,"Rag, Kari, Traj, Kharn, Dante",4241,2026-01-07,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Rag|Traj,1.33,147,0.7668626371,1480000,1968400,8,1,1509492.415
45,,Ghaz,L4,"1,460,000","Lav, Kari, Traj, Kharn, Dante, Biovore",https://www.youtube.com/shorts/iI-LdaFFkjM,"Lav, Kari, Traj, Kharn, Dante",8716,2026-03-16,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Lav|Traj,1.25,79,0.867052713,1460000,1825000,2,0.25,395592.8003
39,ALTERNATE,Ghaz,L2,"1,200,000","Farsight, Revas, Actus, Darkstrider, Eldy, PBC",https://www.youtube.com/shorts/XQiePYTHgOk,"Farsight, Revas, Actus, Darkstrider, Eldy",457,2026-04-23,JurassicKyle,https://www.youtube.com/channel/UC7feBPDoQUAJD0xyZhTlBEg,Actus|Darkstrider|Eldy|Farsight|Revas,1.08,41,0.9286378897,1200000,1296000,2,0.25,300878.6763
42,,Ghaz,L3,"1,300,000","Rag, Kari, Traj, Kharn, Vit, Galatian",https://www.youtube.com/shorts/ifzDgBozBDQ,"Rag, Kari, Traj, Kharn, Vit",4994,2025-12-21,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Kari|Kharn|Rag|Traj|Vit,1.17,164,0.7436791368,1300000,1521000,2,0.25,282783.9918
51,ALTERNATE,Ghaz,L5,"1,660,000","Farsight, Revas, Actus, Darkstrider, Eldy, PBC",https://www.youtube.com/shorts/wWzmJQ50npc,"Farsight, Revas, Actus, Darkstrider, Eldy",1645,2026-05-14,KaiserArctan - Tacticus,https://www.youtube.com/channel/UC6chPaP2oyJywNaFPdVMypQ,Actus|Darkstrider|Eldy|Farsight|Revas,1.33,20,0.9645290598,1660000,2207800,2,0.25,532371.8146
38,,Ghaz,L2,"1,120,000","Rag, Kari, Traj, Kharn, Vit, Galatian",https://www.youtube.com/shorts/bos7_05Mb-g,"Rag, Kari, Traj, Kharn, Vit",4995,2025-11-13,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Kari|Kharn|Rag|Traj|Vit,1.08,202,0.6943600087,1120000,1209600,2,0.25,209974.4666
34,,Ghaz,L1,"1,060,000","Rag, Kari, Traj, Kharn, Dante, Galatian",https://www.youtube.com/shorts/hdBMofz7Ifk,"Rag, Kari, Traj, Kharn, Dante",4574,2025-09-30,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Rag|Traj,1,246,0.6413253354,1060000,1060000,8,1,679804.8555
44,,Ghaz,L3,"1,050,000","Rag, Kari, Traj, Kharn, Dante, Galatian",https://www.youtube.com/shorts/iG-GTgLwnlo,"Rag, Kari, Traj, Kharn, Dante",1568,2025-10-19,Blackmane Gaming,https://www.youtube.com/channel/UCLrB27ANGanANplNi4IhQ-Q,Dante|Kari|Kharn|Rag|Traj,1.17,227,0.663710741,1050000,1228500,8,1,815368.6453
47,,Ghaz,L4,"1,020,000","Rag, Kari, Traj, Kharn, Dante, Galatian",https://www.youtube.com/shorts/7gBTW--mpdk,"Rag, Kari, Traj, Kharn, Dante",3738,2025-10-24,zelots1991,https://www.youtube.com/channel/UCrTWi75yUCrpyeAqTkUzQ2Q,Dante|Kari|Kharn|Rag|Traj,1.25,222,0.6697304064,1020000,1275000,8,1,853906.2681
41,,Ghaz,L3,"1,008,000","Rag, Kari, Traj, Kharn, Dante, Galatian",https://www.youtube.com/shorts/db7RBb6OeiQ,"Rag, Kari, Traj, Kharn, Dante",5990,2025-10-12,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Dante|Kari|Kharn|Rag|Traj,1.17,234,0.6553739982,1008000,1179360,8,1,772921.8785
53,,Ghaz,M1,"1,000,000","Rag, Kari, Traj, Kharn, Dante, Galatian",https://www.youtube.com/shorts/c4ZEhvvF-9M,"Rag, Kari, Traj, Kharn, Dante",3713,2025-12-04,Stringer de Los Redimidos,https://www.youtube.com/channel/UCBu8uJ9F-dU6GGCZZO6ie4Q,Dante|Kari|Kharn|Rag|Traj,1.42,181,0.7211965114,1000000,1420000,8,1,1024099.046
40,,Ghaz,L2,"923,000","Rag, Kari, Traj, Kharn, Dante, Galatian",https://www.youtube.com/shorts/Wpy5gLKHwJs,"Rag, Kari, Traj, Kharn, Dante",1122,2026-01-29,UltraBrother,https://www.youtube.com/channel/UCnB6Kf0NVHXLKVWR8Cl9XOA,Dante|Kari|Kharn|Rag|Traj,1.08,125,0.7979409072,923000,996840,8,1,795419.4139
35,,Ghaz,L1,"842,000","Rag, Bella, Calgar, Eldy, Dante, Biovore",https://www.youtube.com/shorts/dDQ3c8OPz8k,"Rag, Bella, Calgar, Eldy, Dante",2898,2025-05-02,Painhawk,https://www.youtube.com/channel/UC8qFCktrNNT-Ey8R4iEvoRA,Bella|Calgar|Dante|Eldy|Rag,1,397,0.488268873,842000,842000,1,0.125,51390.29888
